lambda            n
2.50187641   1.45237115
2.50187641   1.45237115
2.50218942   1.45237855
2.50218942   1.45237855
2.50218942   1.45237855
2.50218942   1.45237855
2.50250250   1.45238706
2.50250250   1.45238706
2.50250250   1.45238706
2.50250250   1.45238706
2.50250250   1.45238706
2.50281567   1.45239601
2.50281567   1.45239601
2.50281567   1.45239601
2.50281567   1.45239601
2.50312891   1.45240440
2.50312891   1.45240440
2.50312891   1.45240440
2.50312891   1.45240440
2.50312891   1.45240440
2.50344223   1.45241327
2.50344223   1.45241327
2.50344223   1.45241327
2.50344223   1.45241327
2.50375563   1.45242264
2.50375563   1.45242264
2.50375563   1.45242264
2.50375563   1.45242264
2.50375563   1.45242264
2.50406911   1.45243251
2.50406911   1.45243251
2.50406911   1.45243251
2.50406911   1.45243251
2.50438267   1.45244230
2.50438267   1.45244230
2.50438267   1.45244230
2.50438267   1.45244230
2.50438267   1.45244230
2.50469631   1.45245281
2.50469631   1.45245281
2.50469631   1.45245281
2.50469631   1.45245281
2.50501002   1.45246385
2.50501002   1.45246385
2.50501002   1.45246385
2.50501002   1.45246385
2.50501002   1.45246385
2.50532381   1.45247541
2.50532381   1.45247541
2.50532381   1.45247541
2.50532381   1.45247541
2.50563768   1.45248543
2.50563768   1.45248543
2.50563768   1.45248543
2.50563768   1.45248543
2.50563768   1.45248543
2.50595164   1.45249735
2.50595164   1.45249735
2.50595164   1.45249735
2.50595164   1.45249735
2.50626566   1.45250998
2.50626566   1.45250998
2.50626566   1.45250998
2.50626566   1.45250998
2.50626566   1.45250998
2.50657977   1.45252307
2.50657977   1.45252307
2.50657977   1.45252307
2.50657977   1.45252307
2.50689396   1.45253661
2.50689396   1.45253661
2.50689396   1.45253661
2.50689396   1.45253661
2.50689396   1.45253661
2.50720822   1.45254964
2.50720822   1.45254964
2.50720822   1.45254964
2.50720822   1.45254964
2.50752257   1.45255987
2.50752257   1.45255987
2.50752257   1.45255987
2.50752257   1.45255987
2.50752257   1.45255987
2.50783699   1.45257400
2.50783699   1.45257400
2.50783699   1.45257400
2.50783699   1.45257400
2.50815149   1.45258835
2.50815149   1.45258835
2.50815149   1.45258835
2.50815149   1.45258835
2.50815149   1.45258835
2.50846607   1.45260287
2.50846607   1.45260287
2.50846607   1.45260287
2.50846607   1.45260287
2.50878073   1.45261081
2.50878073   1.45261081
2.50878073   1.45261081
2.50878073   1.45261081
2.50878073   1.45261081
2.50909547   1.45262495
2.50909547   1.45262495
2.50909547   1.45262495
2.50909547   1.45262495
2.50941029   1.45263897
2.50941029   1.45263897
2.50941029   1.45263897
2.50941029   1.45263897
2.50941029   1.45263897
2.50972519   1.45265275
2.50972519   1.45265275
2.50972519   1.45265275
2.50972519   1.45265275
2.51004016   1.45266617
2.51004016   1.45266617
2.51004016   1.45266617
2.51004016   1.45266617
2.51004016   1.45266617
2.51035522   1.45267355
2.51035522   1.45267355
2.51035522   1.45267355
2.51035522   1.45267355
2.51067035   1.45268275
2.51067035   1.45268275
2.51067035   1.45268275
2.51067035   1.45268275
2.51067035   1.45268275
2.51098556   1.45269398
2.51098556   1.45269398
2.51098556   1.45269398
2.51098556   1.45269398
2.51130085   1.45270429
2.51130085   1.45270429
2.51130085   1.45270429
2.51130085   1.45270429
2.51130085   1.45270429
2.51161623   1.45271352
2.51161623   1.45271352
2.51161623   1.45271352
2.51161623   1.45271352
2.51193168   1.45271247
2.51193168   1.45271247
2.51193168   1.45271247
2.51193168   1.45271247
2.51193168   1.45271247
2.51224721   1.45271904
2.51224721   1.45271904
2.51224721   1.45271904
2.51224721   1.45271904
2.51256281   1.45272411
2.51256281   1.45272411
2.51256281   1.45272411
2.51256281   1.45272411
2.51256281   1.45272411
2.51287850   1.45272752
2.51287850   1.45272752
2.51287850   1.45272752
2.51287850   1.45272752
2.51319427   1.45272914
2.51319427   1.45272914
2.51319427   1.45272914
2.51319427   1.45272914
2.51319427   1.45272914
2.51351012   1.45272049
2.51351012   1.45272049
2.51351012   1.45272049
2.51351012   1.45272049
2.51382604   1.45271843
2.51382604   1.45271843
2.51382604   1.45271843
2.51382604   1.45271843
2.51382604   1.45271843
2.51414205   1.45271429
2.51414205   1.45271429
2.51414205   1.45271429
2.51414205   1.45271429
2.51445813   1.45270796
2.51445813   1.45270796
2.51445813   1.45270796
2.51445813   1.45270796
2.51445813   1.45270796
2.51477430   1.45269735
2.51477430   1.45269735
2.51477430   1.45269735
2.51477430   1.45269735
2.51509054   1.45268222
2.51509054   1.45268222
2.51509054   1.45268222
2.51509054   1.45268222
2.51509054   1.45268222
2.51540687   1.45266953
2.51540687   1.45266953
2.51540687   1.45266953
2.51540687   1.45266953
2.51572327   1.45265450
2.51572327   1.45265450
2.51572327   1.45265450
2.51572327   1.45265450
2.51572327   1.45265450
2.51603975   1.45263712
2.51603975   1.45263712
2.51603975   1.45263712
2.51603975   1.45263712
2.51635632   1.45261739
2.51635632   1.45261739
2.51635632   1.45261739
2.51635632   1.45261739
2.51635632   1.45261739
2.51667296   1.45259221
2.51667296   1.45259221
2.51667296   1.45259221
2.51667296   1.45259221
2.51698968   1.45256858
2.51698968   1.45256858
2.51698968   1.45256858
2.51698968   1.45256858
2.51698968   1.45256858
2.51730648   1.45254269
2.51730648   1.45254269
2.51730648   1.45254269
2.51730648   1.45254269
2.51762336   1.45251460
2.51762336   1.45251460
2.51762336   1.45251460
2.51762336   1.45251460
2.51762336   1.45251460
2.51794032   1.45248424
2.51794032   1.45248424
2.51794032   1.45248424
2.51794032   1.45248424
2.51825737   1.45245263
2.51825737   1.45245263
2.51825737   1.45245263
2.51825737   1.45245263
2.51825737   1.45245263
2.51857449   1.45241907
2.51857449   1.45241907
2.51857449   1.45241907
2.51857449   1.45241907
2.51889169   1.45238355
2.51889169   1.45238355
2.51889169   1.45238355
2.51889169   1.45238355
2.51889169   1.45238355
2.51920897   1.45234615
2.51920897   1.45234615
2.51920897   1.45234615
2.51920897   1.45234615
2.51952633   1.45230693
2.51952633   1.45230693
2.51952633   1.45230693
2.51952633   1.45230693
2.51952633   1.45230693
2.51984377   1.45227052
2.51984377   1.45227052
2.51984377   1.45227052
2.51984377   1.45227052
2.52016129   1.45222879
2.52016129   1.45222879
2.52016129   1.45222879
2.52016129   1.45222879
2.52016129   1.45222879
2.52047889   1.45218555
2.52047889   1.45218555
2.52047889   1.45218555
2.52047889   1.45218555
2.52079657   1.45214093
2.52079657   1.45214093
2.52079657   1.45214093
2.52079657   1.45214093
2.52079657   1.45214093
2.52111433   1.45210238
2.52111433   1.45210238
2.52111433   1.45210238
2.52111433   1.45210238
2.52143217   1.45205619
2.52143217   1.45205619
2.52143217   1.45205619
2.52143217   1.45205619
2.52143217   1.45205619
2.52175009   1.45200918
2.52175009   1.45200918
2.52175009   1.45200918
2.52175009   1.45200918
2.52206810   1.45196167
2.52206810   1.45196167
2.52206810   1.45196167
2.52206810   1.45196167
2.52206810   1.45196167
2.52238618   1.45191407
2.52238618   1.45191407
2.52238618   1.45191407
2.52238618   1.45191407
2.52270434   1.45186919
2.52270434   1.45186919
2.52270434   1.45186919
2.52270434   1.45186919
2.52270434   1.45186919
2.52302258   1.45182936
2.52302258   1.45182936
2.52302258   1.45182936
2.52302258   1.45182936
2.52334090   1.45178451
2.52334090   1.45178451
2.52334090   1.45178451
2.52334090   1.45178451
2.52334090   1.45178451
2.52355786   1.45175524
2.52365931   1.45174200
2.52365931   1.45174200
2.52365931   1.45174200
2.52365931   1.45174200
2.52397779   1.45170261
2.52397779   1.45170261
2.52397779   1.45170261
2.52397779   1.45170261
2.52397779   1.45170261
2.52429635   1.45167076
2.52429635   1.45167076
2.52429635   1.45167076
2.52429635   1.45167076
2.52461500   1.45163677
2.52461500   1.45163677
2.52461500   1.45163677
2.52461500   1.45163677
2.52461500   1.45163677
2.52493372   1.45160618
2.52493372   1.45160618
2.52493372   1.45160618
2.52493372   1.45160618
2.52525253   1.45157860
2.52525253   1.45157860
2.52525253   1.45157860
2.52525253   1.45157860
2.52525253   1.45157860
2.52557141   1.45154990
2.52557141   1.45154990
2.52557141   1.45154990
2.52557141   1.45154990
2.52589038   1.45152138
2.52589038   1.45152138
2.52589038   1.45152138
2.52589038   1.45152138
2.52589038   1.45152138
2.52620942   1.45149303
2.52620942   1.45149303
2.52620942   1.45149303
2.52620942   1.45149303
2.52652855   1.45146488
2.52652855   1.45146488
2.52652855   1.45146488
2.52652855   1.45146488
2.52652855   1.45146488
2.52684776   1.45143691
2.52684776   1.45143691
2.52684776   1.45143691
2.52684776   1.45143691
2.52716705   1.45140914
2.52716705   1.45140914
2.52716705   1.45140914
2.52716705   1.45140914
2.52716705   1.45140914
2.52748641   1.45138155
2.52748641   1.45138155
2.52748641   1.45138155
2.52748641   1.45138155
2.52780586   1.45135417
2.52780586   1.45135417
2.52780586   1.45135417
2.52780586   1.45135417
2.52780586   1.45135417
2.52812540   1.45132698
2.52812540   1.45132698
2.52812540   1.45132698
2.52812540   1.45132698
2.52844501   1.45129999
2.52844501   1.45129999
2.52844501   1.45129999
2.52844501   1.45129999
2.52844501   1.45129999
2.52876470   1.45127319
2.52876470   1.45127319
2.52876470   1.45127319
2.52876470   1.45127319
2.52908447   1.45124658
2.52908447   1.45124658
2.52908447   1.45124658
2.52908447   1.45124658
2.52908447   1.45124658
2.52940433   1.45122016
2.52940433   1.45122016
2.52940433   1.45122016
2.52940433   1.45122016
2.52972426   1.45119393
2.52972426   1.45119393
2.52972426   1.45119393
2.52972426   1.45119393
2.52972426   1.45119393
2.53004428   1.45116786
2.53004428   1.45116786
2.53004428   1.45116786
2.53004428   1.45116786
2.53036437   1.45114197
2.53036437   1.45114197
2.53036437   1.45114197
2.53036437   1.45114197
2.53036437   1.45114197
2.53068455   1.45111623
2.53068455   1.45111623
2.53068455   1.45111623
2.53068455   1.45111623
2.53100481   1.45109064
2.53100481   1.45109064
2.53100481   1.45109064
2.53100481   1.45109064
2.53100481   1.45109064
2.53132515   1.45106518
2.53132515   1.45106518
2.53132515   1.45106518
2.53132515   1.45106518
2.53164557   1.45103985
2.53164557   1.45103985
2.53164557   1.45103985
2.53164557   1.45103985
2.53164557   1.45103985
2.53196607   1.45101462
2.53196607   1.45101462
2.53196607   1.45101462
2.53196607   1.45101462
2.53228665   1.45098955
2.53228665   1.45098955
2.53228665   1.45098955
2.53228665   1.45098955
2.53228665   1.45098955
2.53260732   1.45096471
2.53260732   1.45096471
2.53260732   1.45096471
2.53260732   1.45096471
2.53292806   1.45094015
2.53292806   1.45094015
2.53292806   1.45094015
2.53292806   1.45094015
2.53292806   1.45094015
2.53324889   1.45091590
2.53324889   1.45091590
2.53324889   1.45091590
2.53324889   1.45091590
2.53356980   1.45089195
2.53356980   1.45089195
2.53356980   1.45089195
2.53356980   1.45089195
2.53356980   1.45089195
2.53389079   1.45086827
2.53389079   1.45086827
2.53389079   1.45086827
2.53389079   1.45086827
2.53421186   1.45084481
2.53421186   1.45084481
2.53421186   1.45084481
2.53421186   1.45084481
2.53421186   1.45084481
2.53453301   1.45082153
2.53453301   1.45082153
2.53453301   1.45082153
2.53453301   1.45082153
2.53485425   1.45079834
2.53485425   1.45079834
2.53485425   1.45079834
2.53485425   1.45079834
2.53485425   1.45079834
2.53517556   1.45077518
2.53517556   1.45077518
2.53517556   1.45077518
2.53517556   1.45077518
2.53549696   1.45075197
2.53549696   1.45075197
2.53549696   1.45075197
2.53549696   1.45075197
2.53549696   1.45075197
2.53581844   1.45072861
2.53581844   1.45072861
2.53581844   1.45072861
2.53581844   1.45072861
2.53613999   1.45070504
2.53613999   1.45070504
2.53613999   1.45070504
2.53613999   1.45070504
2.53613999   1.45070504
2.53646164   1.45068116
2.53646164   1.45068116
2.53646164   1.45068116
2.53646164   1.45068116
2.53678336   1.45065689
2.53678336   1.45065689
2.53678336   1.45065689
2.53678336   1.45065689
2.53678336   1.45065689
2.53710516   1.45063217
2.53710516   1.45063217
2.53710516   1.45063217
2.53710516   1.45063217
2.53742705   1.45060691
2.53742705   1.45060691
2.53742705   1.45060691
2.53742705   1.45060691
2.53742705   1.45060691
2.53774902   1.45058105
2.53774902   1.45058105
2.53774902   1.45058105
2.53774902   1.45058105
2.53807107   1.45055453
2.53807107   1.45055453
2.53807107   1.45055453
2.53807107   1.45055453
2.53807107   1.45055453
2.53839320   1.45052729
2.53839320   1.45052729
2.53839320   1.45052729
2.53839320   1.45052729
2.53871541   1.45049929
2.53871541   1.45049929
2.53871541   1.45049929
2.53871541   1.45049929
2.53871541   1.45049929
2.53903770   1.45047203
2.53903770   1.45047203
2.53903770   1.45047203
2.53903770   1.45047203
2.53936008   1.45044134
2.53936008   1.45044134
2.53936008   1.45044134
2.53936008   1.45044134
2.53936008   1.45044134
2.53968254   1.45041281
2.53968254   1.45041281
2.53968254   1.45041281
2.53968254   1.45041281
2.54000508   1.45038171
2.54000508   1.45038171
2.54000508   1.45038171
2.54000508   1.45038171
2.54000508   1.45038171
2.54032770   1.45035202
2.54032770   1.45035202
2.54032770   1.45035202
2.54032770   1.45035202
2.54065041   1.45032086
2.54065041   1.45032086
2.54065041   1.45032086
2.54065041   1.45032086
2.54065041   1.45032086
2.54097319   1.45028998
2.54097319   1.45028998
2.54097319   1.45028998
2.54097319   1.45028998
2.54129606   1.45025864
2.54129606   1.45025864
2.54129606   1.45025864
2.54129606   1.45025864
2.54129606   1.45025864
2.54161901   1.45022650
2.54161901   1.45022650
2.54161901   1.45022650
2.54161901   1.45022650
2.54194204   1.45019463
2.54194204   1.45019463
2.54194204   1.45019463
2.54194204   1.45019463
2.54194204   1.45019463
2.54226516   1.45016111
2.54226516   1.45016111
2.54226516   1.45016111
2.54226516   1.45016111
2.54258835   1.45012828
2.54258835   1.45012828
2.54258835   1.45012828
2.54258835   1.45012828
2.54258835   1.45012828
2.54291163   1.45009329
2.54291163   1.45009329
2.54291163   1.45009329
2.54291163   1.45009329
2.54323499   1.45005903
2.54323499   1.45005903
2.54323499   1.45005903
2.54323499   1.45005903
2.54323499   1.45005903
2.54355844   1.45002252
2.54355844   1.45002252
2.54355844   1.45002252
2.54355844   1.45002252
2.54388196   1.44998648
2.54388196   1.44998648
2.54388196   1.44998648
2.54388196   1.44998648
2.54388196   1.44998648
2.54420557   1.44994844
2.54420557   1.44994844
2.54420557   1.44994844
2.54420557   1.44994844
2.54452926   1.44991034
2.54452926   1.44991034
2.54452926   1.44991034
2.54452926   1.44991034
2.54452926   1.44991034
2.54485303   1.44987085
2.54485303   1.44987085
2.54485303   1.44987085
2.54485303   1.44987085
2.54517689   1.44983053
2.54517689   1.44983053
2.54517689   1.44983053
2.54517689   1.44983053
2.54517689   1.44983053
2.54550083   1.44978974
2.54550083   1.44978974
2.54550083   1.44978974
2.54550083   1.44978974
2.54582485   1.44974716
2.54582485   1.44974716
2.54582485   1.44974716
2.54582485   1.44974716
2.54582485   1.44974716
2.54614895   1.44970524
2.54614895   1.44970524
2.54614895   1.44970524
2.54614895   1.44970524
2.54647313   1.44966047
2.54647313   1.44966047
2.54647313   1.44966047
2.54647313   1.44966047
2.54647313   1.44966047
2.54679740   1.44961764
2.54679740   1.44961764
2.54679740   1.44961764
2.54679740   1.44961764
2.54712175   1.44957082
2.54712175   1.44957082
2.54712175   1.44957082
2.54712175   1.44957082
2.54712175   1.44957082
2.54744619   1.44952726
2.54744619   1.44952726
2.54744619   1.44952726
2.54744619   1.44952726
2.54777070   1.44947859
2.54777070   1.44947859
2.54777070   1.44947859
2.54777070   1.44947859
2.54777070   1.44947859
2.54809530   1.44943437
2.54809530   1.44943437
2.54809530   1.44943437
2.54809530   1.44943437
2.54841998   1.44938406
2.54841998   1.44938406
2.54841998   1.44938406
2.54841998   1.44938406
2.54841998   1.44938406
2.54874474   1.44933910
2.54874474   1.44933910
2.54874474   1.44933910
2.54874474   1.44933910
2.54906959   1.44928736
2.54906959   1.44928736
2.54906959   1.44928736
2.54906959   1.44928736
2.54906959   1.44928736
2.54939452   1.44923815
2.54939452   1.44923815
2.54939452   1.44923815
2.54939452   1.44923815
2.54971953   1.44918837
2.54971953   1.44918837
2.54971953   1.44918837
2.54971953   1.44918837
2.54971953   1.44918837
2.55004463   1.44913809
2.55004463   1.44913809
2.55004463   1.44913809
2.55004463   1.44913809
2.55036980   1.44908738
2.55036980   1.44908738
2.55036980   1.44908738
2.55036980   1.44908738
2.55036980   1.44908738
2.55069506   1.44903629
2.55069506   1.44903629
2.55069506   1.44903629
2.55069506   1.44903629
2.55102041   1.44898491
2.55102041   1.44898491
2.55102041   1.44898491
2.55102041   1.44898491
2.55102041   1.44898491
2.55134583   1.44893329
2.55134583   1.44893329
2.55134583   1.44893329
2.55134583   1.44893329
2.55167134   1.44888151
2.55167134   1.44888151
2.55167134   1.44888151
2.55167134   1.44888151
2.55167134   1.44888151
2.55199694   1.44882962
2.55199694   1.44882962
2.55199694   1.44882962
2.55199694   1.44882962
2.55232261   1.44877770
2.55232261   1.44877770
2.55232261   1.44877770
