lambda            k
10.37344398   0.02068253
10.37344398   0.02068253
10.37344398   0.02068253
10.37344398   0.02068253
10.37344398   0.02068253
10.37344398   0.02068253
10.37344398   0.02068253
10.37344398   0.02068253
10.37882719   0.05051753
10.37882719   0.05051753
10.37882719   0.05051753
10.37882719   0.05051753
10.38421599   0.02076075
10.38421599   0.02076075
10.38421599   0.02076075
10.38421599   0.02076075
10.38421599   0.02076075
10.38421599   0.02076075
10.38421599   0.02076075
10.38421599   0.02076075
10.38961039   0.05061398
10.38961039   0.05061398
10.38961039   0.05061398
10.38961039   0.05061398
10.39501040   0.02083914
10.39501040   0.02083914
10.39501040   0.02083914
10.39501040   0.02083914
10.39501040   0.02083914
10.39501040   0.02083914
10.39501040   0.02083914
10.39501040   0.02083914
10.40041602   0.05071223
10.40041602   0.05071223
10.40041602   0.05071223
10.40041602   0.05071223
10.40582726   0.00892669
10.40582726   0.00892669
10.40582726   0.00892669
10.40582726   0.00892669
10.40582726   0.05076198
10.40582726   0.05076198
10.40582726   0.05076198
10.40582726   0.05076198
10.41124414   0.05081215
10.41124414   0.05081215
10.41124414   0.05081215
10.41124414   0.05081215
10.41666667   0.02099625
10.41666667   0.02099625
10.41666667   0.02099625
10.41666667   0.02099625
10.41666667   0.02099625
10.41666667   0.02099625
10.41666667   0.02099625
10.41666667   0.02099625
10.42209484   0.05091365
10.42209484   0.05091365
10.42209484   0.05091365
10.42209484   0.05091365
10.42752868   0.02107490
10.42752868   0.02107490
10.42752868   0.02107490
10.42752868   0.02107490
10.42752868   0.02107490
10.42752868   0.02107490
10.42752868   0.02107490
10.42752868   0.02107490
10.43296818   0.05101663
10.43296818   0.05101663
10.43296818   0.05101663
10.43296818   0.05101663
10.43841336   0.05106864
10.43841336   0.05106864
10.43841336   0.05106864
10.43841336   0.05106864
10.43841336   0.00876149
10.43841336   0.00876149
10.43841336   0.00876149
10.43841336   0.00876149
10.44386423   0.05112098
10.44386423   0.05112098
10.44386423   0.05112098
10.44386423   0.05112098
10.44932079   0.02123222
10.44932079   0.02123222
10.44932079   0.02123222
10.44932079   0.02123222
10.44932079   0.02123222
10.44932079   0.02123222
10.44932079   0.02123222
10.44932079   0.02123222
10.45478306   0.05122660
10.45478306   0.05122660
10.45478306   0.05122660
10.45478306   0.05122660
10.46025105   0.05127986
10.46025105   0.05127986
10.46025105   0.05127986
10.46025105   0.05127986
10.46025105   0.00865823
10.46025105   0.00865823
10.46025105   0.00865823
10.46025105   0.00865823
10.46572475   0.05133340
10.46572475   0.05133340
10.46572475   0.05133340
10.46572475   0.05133340
10.47120419   0.00860858
10.47120419   0.00860858
10.47120419   0.00860858
10.47120419   0.00860858
10.47120419   0.05138722
10.47120419   0.05138722
10.47120419   0.05138722
10.47120419   0.05138722
10.47668937   0.05144129
10.47668937   0.05144129
10.47668937   0.05144129
10.47668937   0.05144129
10.48218029   0.02146770
10.48218029   0.02146770
10.48218029   0.02146770
10.48218029   0.02146770
10.48218029   0.02146770
10.48218029   0.02146770
10.48218029   0.02146770
10.48218029   0.02146770
10.48767698   0.05155017
10.48767698   0.05155017
10.48767698   0.05155017
10.48767698   0.05155017
10.49317943   0.00851311
10.49317943   0.00851311
10.49317943   0.00851311
10.49317943   0.00851311
10.49317943   0.05160496
10.49317943   0.05160496
10.49317943   0.05160496
10.49317943   0.05160496
10.49868766   0.05165996
10.49868766   0.05165996
10.49868766   0.05165996
10.49868766   0.05165996
10.50420168   0.02162396
10.50420168   0.02162396
10.50420168   0.02162396
10.50420168   0.02162396
10.50420168   0.02162396
10.50420168   0.02162396
10.50420168   0.02162396
10.50420168   0.02162396
10.50972149   0.05177058
10.50972149   0.05177058
10.50972149   0.05177058
10.50972149   0.05177058
10.51524711   0.02170179
10.51524711   0.02170179
10.51524711   0.02170179
10.51524711   0.02170179
10.51524711   0.02170179
10.51524711   0.02170179
10.51524711   0.02170179
10.51524711   0.02170179
10.52077854   0.05188194
10.52077854   0.05188194
10.52077854   0.05188194
10.52077854   0.05188194
10.52631579   0.05193788
10.52631579   0.05193788
10.52631579   0.05193788
10.52631579   0.05193788
10.52631579   0.00837914
10.52631579   0.00837914
10.52631579   0.00837914
10.52631579   0.00837914
10.53185887   0.05199397
10.53185887   0.05199397
10.53185887   0.05199397
10.53185887   0.05199397
10.53740780   0.02185668
10.53740780   0.02185668
10.53740780   0.02185668
10.53740780   0.02185668
10.53740780   0.02185668
10.53740780   0.02185668
10.53740780   0.02185668
10.53740780   0.02185668
10.54296257   0.05210659
10.54296257   0.05210659
10.54296257   0.05210659
10.54296257   0.05210659
10.54852321   0.02193370
10.54852321   0.02193370
10.54852321   0.02193370
10.54852321   0.02193370
10.54852321   0.02193370
10.54852321   0.02193370
10.54852321   0.02193370
10.54852321   0.02193370
10.55408971   0.05221974
10.55408971   0.05221974
10.55408971   0.05221974
10.55408971   0.05221974
10.55966209   0.02201039
10.55966209   0.02201039
10.55966209   0.02201039
10.55966209   0.02201039
10.55966209   0.02201039
10.55966209   0.02201039
10.55966209   0.02201039
10.55966209   0.02201039
10.56524036   0.05233335
10.56524036   0.05233335
10.56524036   0.05233335
10.56524036   0.05233335
10.57082452   0.02208675
10.57082452   0.02208675
10.57082452   0.02208675
10.57082452   0.02208675
10.57082452   0.02208675
10.57082452   0.02208675
10.57082452   0.02208675
10.57082452   0.02208675
10.57641460   0.05244736
10.57641460   0.05244736
10.57641460   0.05244736
10.57641460   0.05244736
10.58201058   0.02216275
10.58201058   0.02216275
10.58201058   0.02216275
10.58201058   0.02216275
10.58201058   0.02216275
10.58201058   0.02216275
10.58201058   0.02216275
10.58201058   0.02216275
10.58761249   0.05256171
10.58761249   0.05256171
10.58761249   0.05256171
10.58761249   0.05256171
10.59322034   0.02223837
10.59322034   0.02223837
10.59322034   0.02223837
10.59322034   0.02223837
10.59322034   0.02223837
10.59322034   0.02223837
10.59322034   0.02223837
10.59322034   0.02223837
10.59883413   0.05267635
10.59883413   0.05267635
10.59883413   0.05267635
10.59883413   0.05267635
10.60445387   0.02231359
10.60445387   0.02231359
10.60445387   0.02231359
10.60445387   0.02231359
10.60445387   0.02231359
10.60445387   0.02231359
10.60445387   0.02231359
10.60445387   0.02231359
10.61007958   0.05279124
10.61007958   0.05279124
10.61007958   0.05279124
10.61007958   0.05279124
10.61571125   0.02238841
10.61571125   0.02238841
10.61571125   0.02238841
10.61571125   0.02238841
10.61571125   0.02238841
10.61571125   0.02238841
10.61571125   0.02238841
10.61571125   0.02238841
10.62134891   0.05290632
10.62134891   0.05290632
10.62134891   0.05290632
10.62134891   0.05290632
10.62699256   0.05296393
10.62699256   0.05296393
10.62699256   0.05296393
10.62699256   0.05296393
10.62699256   0.00803831
10.62699256   0.00803831
10.62699256   0.00803831
10.62699256   0.00803831
10.63264221   0.05302157
10.63264221   0.05302157
10.63264221   0.05302157
10.63264221   0.05302157
10.63829787   0.02253678
10.63829787   0.02253678
10.63829787   0.02253678
10.63829787   0.02253678
10.63829787   0.02253678
10.63829787   0.02253678
10.63829787   0.02253678
10.63829787   0.02253678
10.64395955   0.05313695
10.64395955   0.05313695
10.64395955   0.05313695
10.64395955   0.05313695
10.64962726   0.02261031
10.64962726   0.02261031
10.64962726   0.02261031
10.64962726   0.02261031
10.64962726   0.02261031
10.64962726   0.02261031
10.64962726   0.02261031
10.64962726   0.02261031
10.65530101   0.05325243
10.65530101   0.05325243
10.65530101   0.05325243
10.65530101   0.05325243
10.66098081   0.02268341
10.66098081   0.02268341
10.66098081   0.02268341
10.66098081   0.02268341
10.66098081   0.02268341
10.66098081   0.02268341
10.66098081   0.02268341
10.66098081   0.02268341
10.66666667   0.05336798
10.66666667   0.05336798
10.66666667   0.05336798
10.66666667   0.05336798
10.67235859   0.00791368
10.67235859   0.00791368
10.67235859   0.00791368
10.67235859   0.00791368
10.67235859   0.05342579
10.67235859   0.05342579
10.67235859   0.05342579
10.67235859   0.05342579
10.67805659   0.05348360
10.67805659   0.05348360
10.67805659   0.05348360
10.67805659   0.05348360
10.68376068   0.00788491
10.68376068   0.00788491
10.68376068   0.00788491
10.68376068   0.00788491
10.68376068   0.05354143
10.68376068   0.05354143
10.68376068   0.05354143
10.68376068   0.05354143
10.68947087   0.05359927
10.68947087   0.05359927
10.68947087   0.05359927
10.68947087   0.05359927
10.69518717   0.02290002
10.69518717   0.02290002
10.69518717   0.02290002
10.69518717   0.02290002
10.69518717   0.02290002
10.69518717   0.02290002
10.69518717   0.02290002
10.69518717   0.02290002
10.70090958   0.05371497
10.70090958   0.05371497
10.70090958   0.05371497
10.70090958   0.05371497
10.70663812   0.00783015
10.70663812   0.00783015
10.70663812   0.00783015
10.70663812   0.00783015
10.70663812   0.05377284
10.70663812   0.05377284
10.70663812   0.05377284
10.70663812   0.05377284
10.71237279   0.05383071
10.71237279   0.05383071
10.71237279   0.05383071
10.71237279   0.05383071
10.71811361   0.02304224
10.71811361   0.02304224
10.71811361   0.02304224
10.71811361   0.02304224
10.71811361   0.02304224
10.71811361   0.02304224
10.71811361   0.02304224
10.71811361   0.02304224
10.72386059   0.05394649
10.72386059   0.05394649
10.72386059   0.05394649
10.72386059   0.05394649
10.72961373   0.02311271
10.72961373   0.02311271
10.72961373   0.02311271
10.72961373   0.02311271
10.72961373   0.02311271
10.72961373   0.02311271
10.72961373   0.02311271
10.72961373   0.02311271
10.73537305   0.05406232
10.73537305   0.05406232
10.73537305   0.05406232
10.73537305   0.05406232
10.74113856   0.05412025
10.74113856   0.05412025
10.74113856   0.05412025
10.74113856   0.05412025
10.74113856   0.00775473
10.74113856   0.00775473
10.74113856   0.00775473
10.74113856   0.00775473
10.74691026   0.05417821
10.74691026   0.05417821
10.74691026   0.05417821
10.74691026   0.05417821
10.75268817   0.02325242
10.75268817   0.02325242
10.75268817   0.02325242
10.75268817   0.02325242
10.75268817   0.02325242
10.75268817   0.02325242
10.75268817   0.02325242
10.75268817   0.02325242
10.75847230   0.05429417
10.75847230   0.05429417
10.75847230   0.05429417
10.75847230   0.05429417
10.76426265   0.02332170
10.76426265   0.02332170
10.76426265   0.02332170
10.76426265   0.02332170
10.76426265   0.02332170
10.76426265   0.02332170
10.76426265   0.02332170
10.76426265   0.02332170
10.77005924   0.05441024
10.77005924   0.05441024
10.77005924   0.05441024
10.77005924   0.05441024
10.77586207   0.02339062
10.77586207   0.02339062
10.77586207   0.02339062
10.77586207   0.02339062
10.77586207   0.02339062
10.77586207   0.02339062
10.77586207   0.02339062
10.77586207   0.02339062
10.78167116   0.05452643
10.78167116   0.05452643
10.78167116   0.05452643
10.78167116   0.05452643
10.78748652   0.05458458
10.78748652   0.05458458
10.78748652   0.05458458
10.78748652   0.05458458
10.78748652   0.00766620
10.78748652   0.00766620
10.78748652   0.00766620
10.78748652   0.00766620
10.79330815   0.05464278
10.79330815   0.05464278
10.79330815   0.05464278
10.79330815   0.05464278
10.79913607   0.02352744
10.79913607   0.02352744
10.79913607   0.02352744
10.79913607   0.02352744
10.79913607   0.02352744
10.79913607   0.02352744
10.79913607   0.02352744
10.79913607   0.02352744
10.80497029   0.05475933
10.80497029   0.05475933
10.80497029   0.05475933
10.80497029   0.05475933
10.81081081   0.02359540
10.81081081   0.02359540
10.81081081   0.02359540
10.81081081   0.02359540
10.81081081   0.02359540
10.81081081   0.02359540
10.81081081   0.02359540
10.81081081   0.02359540
10.81665765   0.05487612
10.81665765   0.05487612
10.81665765   0.05487612
10.81665765   0.05487612
10.82251082   0.02366309
10.82251082   0.02366309
10.82251082   0.02366309
10.82251082   0.02366309
10.82251082   0.02366309
10.82251082   0.02366309
10.82251082   0.02366309
10.82251082   0.02366309
10.82837033   0.05499319
10.82837033   0.05499319
10.82837033   0.05499319
10.82837033   0.05499319
10.83423619   0.02373053
10.83423619   0.02373053
10.83423619   0.02373053
10.83423619   0.02373053
10.83423619   0.02373053
10.83423619   0.02373053
10.83423619   0.02373053
10.83423619   0.02373053
10.84010840   0.05511059
10.84010840   0.05511059
10.84010840   0.05511059
10.84010840   0.05511059
10.84598698   0.00757389
10.84598698   0.00757389
10.84598698   0.00757389
10.84598698   0.00757389
10.84598698   0.05516943
10.84598698   0.05516943
10.84598698   0.05516943
10.84598698   0.05516943
10.85187195   0.05522838
10.85187195   0.05522838
10.85187195   0.05522838
10.85187195   0.05522838
10.85776330   0.00755778
10.85776330   0.00755778
10.85776330   0.00755778
10.85776330   0.00755778
10.85776330   0.05528744
10.85776330   0.05528744
10.85776330   0.05528744
10.85776330   0.05528744
10.86366105   0.05534662
10.86366105   0.05534662
10.86366105   0.05534662
10.86366105   0.05534662
10.86956522   0.02393175
10.86956522   0.02393175
10.86956522   0.02393175
10.86956522   0.02393175
10.86956522   0.02393175
10.86956522   0.02393175
10.86956522   0.02393175
10.86956522   0.02393175
10.87547580   0.05546537
10.87547580   0.05546537
10.87547580   0.05546537
10.87547580   0.05546537
10.88139282   0.00752783
10.88139282   0.00752783
10.88139282   0.00752783
10.88139282   0.00752783
10.88139282   0.05552496
10.88139282   0.05552496
10.88139282   0.05552496
10.88139282   0.05552496
10.88731628   0.05558469
10.88731628   0.05558469
10.88731628   0.05558469
10.88731628   0.05558469
10.89324619   0.00751397
10.89324619   0.00751397
10.89324619   0.00751397
10.89324619   0.00751397
10.89324619   0.05564459
10.89324619   0.05564459
10.89324619   0.05564459
10.89324619   0.05564459
10.89918256   0.05570466
10.89918256   0.05570466
10.89918256   0.05570466
10.89918256   0.05570466
10.90512541   0.02413203
10.90512541   0.02413203
10.90512541   0.02413203
10.90512541   0.02413203
10.90512541   0.02413203
10.90512541   0.02413203
10.90512541   0.02413203
10.90512541   0.02413203
10.91107474   0.05582534
10.91107474   0.05582534
10.91107474   0.05582534
10.91107474   0.05582534
10.91703057   0.02419875
10.91703057   0.02419875
10.91703057   0.02419875
10.91703057   0.02419875
10.91703057   0.02419875
10.91703057   0.02419875
10.91703057   0.02419875
10.91703057   0.02419875
10.92299290   0.05594681
10.92299290   0.05594681
10.92299290   0.05594681
10.92299290   0.05594681
10.92896175   0.02426554
10.92896175   0.02426554
10.92896175   0.02426554
10.92896175   0.02426554
10.92896175   0.02426554
10.92896175   0.02426554
10.92896175   0.02426554
10.92896175   0.02426554
10.93493712   0.05606915
10.93493712   0.05606915
10.93493712   0.05606915
10.93493712   0.05606915
10.94091904   0.02433241
10.94091904   0.02433241
10.94091904   0.02433241
10.94091904   0.02433241
10.94091904   0.02433241
10.94091904   0.02433241
10.94091904   0.02433241
10.94091904   0.02433241
10.94690750   0.05619244
10.94690750   0.05619244
10.94690750   0.05619244
10.94690750   0.05619244
10.95290252   0.02439944
10.95290252   0.02439944
10.95290252   0.02439944
10.95290252   0.02439944
10.95290252   0.02439944
10.95290252   0.02439944
10.95290252   0.02439944
10.95290252   0.02439944
10.95890411   0.05631677
10.95890411   0.05631677
10.95890411   0.05631677
10.95890411   0.05631677
10.96491228   0.05637935
10.96491228   0.05637935
10.96491228   0.05637935
10.96491228   0.05637935
10.96491228   0.00744605
10.96491228   0.00744605
10.96491228   0.00744605
10.96491228   0.00744605
10.97092704   0.05644221
10.97092704   0.05644221
10.97092704   0.05644221
10.97092704   0.05644221
10.97694841   0.00743721
10.97694841   0.00743721
10.97694841   0.00743721
10.97694841   0.00743721
10.97694841   0.05650538
10.97694841   0.05650538
10.97694841   0.05650538
10.97694841   0.05650538
10.98297639   0.05656887
10.98297639   0.05656887
10.98297639   0.05656887
10.98297639   0.05656887
10.98901099   0.02460181
10.98901099   0.02460181
10.98901099   0.02460181
10.98901099   0.02460181
10.98901099   0.02460181
10.98901099   0.02460181
10.98901099   0.02460181
10.98901099   0.02460181
10.99505223   0.05669682
10.99505223   0.05669682
10.99505223   0.05669682
10.99505223   0.05669682
11.00110011   0.02466987
11.00110011   0.02466987
11.00110011   0.02466987
11.00110011   0.02466987
